id,gpa,gre,camp_prob,camp
740,3.93,150,0.39401333498790064,0
741,2.74,138,0.7535263158549047,1
742,3.86,157,0.2647568788773576,1
743,3.82,159,0.23048196275715283,1
744,3.32,152,0.4127539728620419,0
745,3.07,141,0.6579040651424415,1
746,3.19,139,0.6898596005713961,1
747,3.49,153,0.37854916212763545,0
748,2.14,136,0.8542703081049474,1
749,3.87,153,0.3432664142120782,1
750,3.66,156,0.31331952670697455,0
751,2.63,144,0.6514346469150497,1
752,3.48,156,0.32230738159200983,0
753,3.95,148,0.43624828187289816,1
754,3.7,150,0.41990324874361484,0
755,3.68,145,0.5275885343617344,0
756,2.91,144,0.6164672846414458,1
757,3.52,154,0.36178914791932903,1
758,3.88,157,0.2670351576698678,0
759,2.57,151,0.5155556915174276,0
760,3.01,142,0.6475387704471713,1
761,2.87,149,0.5098416763704264,0
762,3.69,157,0.2813354988924349,1
763,3.55,148,0.47335409859277106,0
764,3.96,163,0.1428865965232427,1
765,3.89,161,0.18930330673446844,1
766,3.42,149,0.46845555064949296,0
767,3.6,154,0.358601158899021,0
768,3.25,148,0.5067817143836175,0
769,2.7,150,0.5193809008887704,0
770,3.05,153,0.4231947631921218,0
771,3.24,157,0.32355216800745595,1
772,3.89,160,0.2078761796783698,0
773,3.67,152,0.3870563940512837,0
774,3.29,156,0.34253746101476523,0
775,3.96,150,0.38981004902407007,1
776,3.44,159,0.27129434427206117,0
777,3.72,162,0.1828718355755396,0
778,3.75,157,0.2770199133139011,1
779,3.66,160,0.22982113584838923,0
780,3.84,155,0.31366912340756964,1
781,2.48,148,0.5766428681073439,1
782,3.13,148,0.5222934836317346,1
783,3.14,142,0.6328764724349667,1
784,3.13,147,0.5343516343620149,0
785,3.24,157,0.32572775908637636,1
786,3.3,155,0.3668543967369867,1
787,3.94,164,0.12123937716657737,1
788,3.41,149,0.468125223428185,1
789,3.38,149,0.4738144381767095,0
790,2.98,139,0.7093330964443154,0
791,3.43,147,0.5093417400828508,0
792,3.38,162,0.21778403898503348,0
793,3.75,149,0.4338566690248658,0
794,3.01,150,0.49073901264600367,0
795,3.11,156,0.36208732384307374,1
796,3.69,154,0.3396898671223964,0
797,3.45,147,0.5033611995749994,0
798,3.63,165,0.13352327435601075,0
799,3.64,149,0.44293365937848006,0
800,3.49,147,0.49663686239717914,1
801,3.18,151,0.44097083217562344,0
802,3.06,147,0.5437315227211037,1
803,3.2,149,0.4868984923371629,1
804,3.72,163,0.16657866231646407,0
805,2.67,138,0.7599319721023055,0
806,3.13,149,0.5012230077880594,0
807,2.97,142,0.65410427503029,1
808,2.88,146,0.5824542291576517,1
809,3.78,160,0.21636741298463702,0
810,3.57,153,0.37911051678636215,1
811,3.48,163,0.19108204092114392,0
812,3.64,158,0.26755531960946655,0
813,3.56,155,0.33404736136437146,1
814,3.87,157,0.2749147922940018,1
815,2.35,144,0.6745932575406842,1
816,2.82,145,0.6070404189808831,1
817,3.8,152,0.37205647405851344,1
818,2.39,143,0.686042958009131,1
819,3.29,146,0.5418754318131461,0
820,3.57,153,0.37855713113529355,1
821,3.63,148,0.46755816398060845,1
822,3.77,160,0.21592893214961503,0
823,3.82,152,0.37878284376854693,0
824,3.31,148,0.499505059274333,1
825,3.55,155,0.3341120917856653,0
826,3.33,153,0.4009940419142027,0
827,3.83,155,0.3093331272690398,0
828,3.19,144,0.5893025774561275,0
829,3.87,161,0.18715847612202197,0
830,3.62,162,0.18911894771168228,0
831,3.91,158,0.24647897731954788,1
832,3.71,155,0.3238604771267081,0
833,3.73,152,0.37601653481343655,0
834,3.42,148,0.48856734666509943,1
835,3.47,160,0.24899734015442973,1
836,3.83,155,0.310932527904835,1
837,3.31,143,0.601495898936788,0
838,3.89,167,0.06988048631206348,0
839,3.77,149,0.433654032576083,0
840,3.52,158,0.27872108023330494,0
841,2.5,144,0.6613290520505288,1
842,3.15,146,0.5531311643074038,0
843,3.23,145,0.5654137039078383,1
844,3.43,162,0.20894620619593465,0
845,2.71,154,0.4441638505453865,0
846,3.37,150,0.4574539353463253,0
847,2.99,142,0.6457375605599697,1
848,3.03,144,0.6069118821712847,1
849,3.37,152,0.41754345724917047,1
850,3.42,143,0.5869735110968447,1
851,3.52,145,0.5373517018733777,0
852,3.83,157,0.27648082402803076,0
853,3.35,159,0.2824870943192455,0
854,3.65,156,0.3097912627329201,0
855,3.26,153,0.40231199864633915,1
856,3.79,150,0.40563857119600466,0
857,3.39,147,0.5167307058051571,0
858,3.76,161,0.20021577181919145,0
859,3.11,146,0.5614608861273452,1
860,3.33,149,0.47408621383387456,0
861,3.6,152,0.39308211108200475,0
862,3.23,147,0.5290019943062213,1
863,3.28,156,0.3397411043473957,1
864,3.05,140,0.6858298782256026,1
865,3.35,148,0.4926956861842641,0
866,3.44,159,0.2751495450562047,0
867,3.5,146,0.5251255094756073,1
868,2.64,147,0.5907951466884309,1
869,3.77,164,0.13999855738042988,0
870,2.95,150,0.48978224189161274,1
871,3.23,149,0.4909929295582846,0
872,3.24,162,0.22608848755775515,0
873,3.25,150,0.47581401625363645,1
874,3.06,143,0.6228810806114682,0
875,3.52,159,0.26168933794224486,0
876,3.43,146,0.5270709973193147,1
877,3.74,149,0.43813528451987466,0
878,3.85,162,0.1677503068618754,0
879,3.58,161,0.21481786790987636,0
880,3.8,147,0.47552744516704526,0
881,3.6,156,0.3075173960674478,0
882,2.4,134,0.8700442260062019,1
883,3.35,149,0.47516300178419546,0
884,3.87,159,0.22837126162118276,1
885,3.98,161,0.17512325836709017,0
886,3.52,151,0.4164704395359354,1
887,2.99,150,0.49307049008451337,0
888,3.31,152,0.41571234389652967,0
889,3.09,154,0.4049587456729452,0
890,3.11,151,0.4589679888844744,0
891,3.63,161,0.22136080024027044,0
892,3.49,161,0.22596233391773085,1
893,3.54,151,0.4127661848700777,1
894,3.2,155,0.373395880095714,0
895,3,150,0.48919382851799237,1
896,3.15,143,0.6142707730817394,1
897,3.09,152,0.4369531345597171,0
898,3.99,161,0.17401483919852836,0
899,3.82,146,0.4859100661891317,0
900,3.42,157,0.31385314635013284,0
901,3.18,152,0.43184904357311,0
902,3.43,151,0.42419804890572804,0
903,3.49,155,0.34403555218981563,1
904,2.66,154,0.44071709947871623,1
905,3.66,155,0.3282910992024504,0
906,3.26,139,0.6840060659788196,1
907,2.9,145,0.6094151451293796,1
908,3.4,151,0.4269812650366103,1
909,3.74,149,0.43516343507540195,0
910,3.93,158,0.23835017985899543,0
911,2.32,136,0.8304851028641589,0
912,3.33,153,0.4046761206009433,0
913,3.49,143,0.5794247547929724,1
914,2.94,156,0.3819519590216954,1
915,3.14,140,0.6801323185383179,1
916,3.58,164,0.15970598336995792,0
917,3.78,159,0.23507183179794433,0
918,3.16,145,0.5620920313549056,0
919,3.59,151,0.41006700532382423,1
920,3.35,158,0.2958573350652757,0
921,3.33,144,0.571023160190372,1
922,3.77,153,0.36124156660453555,1
923,3.14,160,0.2809475207964453,0
924,2.82,149,0.5243431702281767,1
925,3.35,146,0.5322346821223745,0
926,3.44,147,0.5051538138176158,1
927,3.08,147,0.5376877482823236,0
928,3.14,142,0.6299340387298763,1
929,2.95,153,0.4376924551660108,1
930,3.94,154,0.31634775605126936,0
931,3.68,151,0.40772842373337986,1
932,3.28,153,0.40062862117739134,1
933,3.83,153,0.3463454556202176,0
934,3.59,147,0.4983149466970831,0
935,3.9,164,0.1302468649481771,0
936,3.11,152,0.4420844003498977,0
937,3.65,145,0.5271255948360959,0
938,3.35,156,0.3357659474659424,1
939,2.95,152,0.4598354255777345,0
940,2.67,141,0.7009811388638144,1
941,3.69,149,0.44722685879265367,0
942,3.3,156,0.3434913245421525,0
943,3.75,149,0.4429214333007627,0
944,3.24,140,0.6698302351512948,1
945,2.98,149,0.5131969752587602,1
946,3.94,157,0.26121839980577566,1
947,3.65,151,0.414602753402019,1
948,3.48,144,0.5624021864654392,0
949,3.01,150,0.48829544803787933,1
950,3.42,161,0.23889955639552338,0
951,3.29,149,0.480802051917076,0
952,3.79,151,0.3957066848357412,1
953,3.14,139,0.6933299094306355,0
954,3.75,165,0.11923651145334081,0
955,3.01,143,0.6230149640936103,1
956,3.93,150,0.4019947587846499,1
957,2.97,150,0.49702610329139074,1
958,2.84,150,0.5073078221959063,0
959,2.55,131,0.9100294859247855,1
960,3.22,147,0.5266518539743097,1
961,2.94,157,0.3543368937613448,0
962,2.85,150,0.5110188775436996,1
963,2.96,136,0.7722347924396595,1
964,3.11,155,0.37736393872138946,0
965,3.26,154,0.38715832510232456,0
966,3.07,136,0.7576144310335238,1
967,3.26,143,0.6039783872900891,0
968,2.72,147,0.5738497800787441,0
969,3.83,161,0.19401145024379107,0
970,3,151,0.47094440842630136,0
971,3.76,150,0.41451386832870163,1
972,3.71,154,0.3365953603570462,1
973,3.98,162,0.15695249710050047,0
974,3.55,146,0.5144653326197655,0
975,3.84,152,0.3722486561308021,1
976,2.82,151,0.4939682320336968,0
977,3.08,147,0.538023506342747,0
978,3.66,158,0.2755044811474953,0
979,3.54,148,0.48094558567368995,0
980,3.84,166,0.09399615744998471,0
981,3.54,154,0.3628608789261738,0
982,3.54,150,0.4354916891529367,0
983,3.55,158,0.27619273485918866,0
984,3.43,144,0.5687680338350878,1
985,3.25,144,0.5874213064152423,1
986,3.63,144,0.5474826733611496,1
987,2.98,136,0.768407608564914,1
988,3.12,149,0.49927660696392256,1
989,2.82,148,0.548619601809637,1
990,3.54,146,0.5224005468613604,1
991,2.31,140,0.7649358653516958,0
992,3.31,149,0.4826981503194621,1
993,3.77,157,0.2776540188171916,0
994,3.61,148,0.4583688580092248,1
995,3.42,142,0.6048025469280472,0
996,3.39,140,0.6494927122109247,0
997,3.96,153,0.33419738374382046,0
998,3.98,157,0.24890420129406615,0
999,3.73,152,0.38120386732788325,0
1000,3.27,153,0.4046128003527045,0
1001,2.57,138,0.7692517399862931,1
1002,3.33,147,0.5207160481226302,0
1003,3.92,151,0.38302933860452226,1
1004,3.24,143,0.6037717848344752,0
1005,3.24,146,0.5479348474892052,1
1006,3.56,153,0.3817522401650385,0
1007,3.31,146,0.5402852769741266,1
1008,3.95,159,0.21763849070694627,0
1009,3.55,155,0.34254671283064103,0
1010,2.75,151,0.4948208195606722,1
1011,3.61,145,0.5282801513612057,0
1012,3.48,144,0.5647709455731206,1
1013,3.25,148,0.4973994021895481,1
1014,2.53,146,0.6209620140678588,1
1015,3.78,154,0.333911153140234,0
1016,3.98,157,0.25362199566655785,0
1017,3.74,148,0.4597536342112954,1
1018,3.17,151,0.4532657938533543,1
1019,2.82,148,0.5454258503269868,0
1020,3.63,157,0.2927655413927947,0
1021,3.83,156,0.2894237752370408,1
1022,3.28,150,0.4564173369324074,0
1023,3.07,147,0.5446794548340016,0
1024,3.74,154,0.33953209330455175,0
1025,3.48,152,0.40493773860216087,1
1026,3.51,158,0.28647106727305033,1
1027,3.95,156,0.2818278372701806,0
1028,3.72,151,0.3999781987468745,0
1029,3.41,140,0.6473132432484785,1
1030,2.89,153,0.4444446158789411,1
1031,3.14,142,0.6398590555384879,1
1032,3.25,146,0.5469019597200745,0
1033,3.59,148,0.47236862053589324,0
1034,3.7,153,0.3637786771519979,0
1035,3.44,160,0.25328683296522403,0
1036,3.97,162,0.15985584804197867,0
1037,3.46,154,0.36545005689814963,0
1038,3.76,158,0.2526019035317394,0
1039,2.17,142,0.7256718861412753,0
1040,3.04,152,0.4479528136426901,1
1041,3.84,161,0.1864427575178531,0
1042,3.93,147,0.4584592834923473,1
1043,3.44,156,0.3337288156144325,1
1044,3.59,145,0.5363322063629875,0
1045,3.05,138,0.7261343103762296,0
1046,3.83,152,0.365603096179484,1
1047,3.34,148,0.4961645856470304,1
1048,3.54,159,0.2636134308361615,0
1049,3.37,138,0.6839001298952987,0
1050,3.91,153,0.3487413545929362,1
1051,2.94,143,0.6382099870048176,0
1052,3.41,153,0.3901430336527638,0
1053,2.3,145,0.6613274593101055,1
1054,3.9,153,0.3407863578291345,1
1055,3.78,154,0.3396549538586464,0
1056,3.41,146,0.5323378955319213,0
1057,3.42,153,0.3907718521769378,0
1058,3.73,162,0.17936560616662278,0
1059,3.99,147,0.45615750081122514,1
1060,3.03,149,0.5060511882209413,1
1061,3.21,149,0.4806582075935647,1
1062,2.76,142,0.6655699309625319,1
1063,3.27,154,0.3835196296775523,1
1064,3.2,154,0.3881959143441775,0
1065,3.12,151,0.4592241828280598,0
1066,3.1,152,0.44032650116641375,1
1067,2.6,142,0.6883579918465657,1
1068,3.77,145,0.5127708958847269,1
1069,3.81,160,0.21893860993102907,1
1070,3.81,156,0.2975775666318567,0
1071,3.15,145,0.5739291552671526,1
1072,3.63,149,0.4493182813073148,0
1073,3.87,150,0.4004309356581347,0
1074,3.49,141,0.6185729404856953,0
1075,3.6,151,0.41211758094230844,0
1076,3.57,159,0.2559729943756704,1
1077,2.89,146,0.5761930614958825,1
1078,2.79,138,0.7455266337466537,1
1079,2.94,140,0.6959469004381353,1
1080,3.46,153,0.3872234707998885,1
1081,3.24,145,0.567432406387696,1
1082,3.88,156,0.28015958946126646,0
1083,2.75,151,0.5010656221989411,0
1084,3.06,147,0.5466204274881274,1
1085,3.99,156,0.27090123007548744,0
1086,3.12,144,0.5959738561606122,1
1087,3.47,158,0.28984250346663826,0
1088,3.03,142,0.650853248545619,1
1089,3.9,166,0.0877702607405232,0
1090,3.34,152,0.4152151478028495,0
1091,2.99,150,0.4958789426211849,0
1092,2.89,137,0.7547993347769508,1
1093,3.96,162,0.15931649385655064,1
1094,2.62,138,0.7686050854734386,1
1095,2.77,150,0.5194692600180064,1
1096,2.9,154,0.42536442305082933,1
1097,3.27,142,0.6247027325873395,1
1098,3.94,161,0.18303120115266225,0
1099,2.59,139,0.7437848565057703,1
1100,3.42,150,0.4512817212734273,1
1101,2.84,138,0.7373608571661096,1
1102,3.9,158,0.2499396188383469,0
1103,3.46,150,0.4386637233842778,0
1104,3.94,154,0.3149732231553098,1
1105,3.83,146,0.48247233641455906,1
1106,3.79,153,0.35309415593379856,1
1107,3.54,144,0.5578254831152551,1
1108,3.26,148,0.502383444631266,0
1109,3.66,155,0.32219217545426776,1
1110,3.84,152,0.3673443649134459,0
1111,3.3,142,0.6194917516474592,1
1112,2.25,143,0.7036731180964302,1
1113,3.7,160,0.2263487327270848,0
1114,3.46,143,0.584564131537552,1
1115,3.73,154,0.3385215531633043,1
1116,3.1,161,0.2590581282437982,1
1117,3.62,159,0.24430693217632385,0
1118,2.63,149,0.5517980950011672,1
1119,3.28,155,0.362421526623779,0
1120,3.38,147,0.51345434735439055,0
1121,2.38,144,0.6710799015551303,1
1122,2.78,149,0.5335803402350162,1
1123,3.68,156,0.3070479295193382,0
1124,3.61,149,0.4477311061278403,0
1125,3.67,152,0.3980495314723391,0
1126,2.64,150,0.5269876677893555,0
1127,3.79,158,0.26198934002687196,1
1128,2.38,142,0.711946424038184,1
1129,3.53,146,0.5212031688081751,1
1130,3.79,160,0.21437139152154108,0
1131,3.96,149,0.4126171636951363,1
1132,3.48,156,0.32458962191567425,0
1133,3.81,153,0.3561994244825779,0
1134,3.69,150,0.41971138271769265,1
1135,3.61,148,0.47003060691383236,0
1136,3.39,158,0.29003061104197075,1
1137,3.46,155,0.34479689261868757,0
1138,3.74,151,0.39829153783226984,1
1139,3.34,156,0.34190091553243424,0
1140,3.6,155,0.33437436033306506,0
1141,3.65,153,0.3701012875123984,0
1142,3.69,150,0.41709625540879625,1
1143,3.2,139,0.6877259859344025,1
1144,3.13,157,0.33704856482835815,0
1145,3.76,163,0.1622690156050341,0
1146,3.6,154,0.35607949217022106,0
1147,3.29,152,0.4286154181231599,0
1148,3.58,154,0.34556439107099374,1
1149,3.73,161,0.19790861834060242,1
1150,3.79,159,0.23012524445682822,1
1151,3.55,154,0.3570977356136543,0
1152,3.3,153,0.39894299624996876,0
1153,3.72,154,0.3398304291579584,1
1154,2.75,152,0.466781809116239,1
1155,3.76,150,0.4217553466508598,0
1156,3.98,149,0.4150047402641685,1
1157,3.58,153,0.379220410779779,0
1158,3.25,158,0.306525459268761,0
1159,3.87,151,0.38397412058078983,1
1160,2.35,133,0.8948468241061895,1
1161,3.06,152,0.44641643198095043,0
1162,3.27,137,0.7218087206503393,1
1163,3.88,154,0.3283748901024712,1
1164,3.22,148,0.5111235556586954,1
1165,3.23,144,0.5848077194710042,1
1166,3.55,146,0.5156533376178388,1
1167,3.39,143,0.584410092175553,1
1168,3.96,145,0.49119128011876384,0
1169,2.91,141,0.6677735516309904,0
1170,3,154,0.41526405311987996,0
1171,3.25,146,0.5381640132995356,0
1172,3.23,153,0.4051814889929814,1
1173,3.32,149,0.4783540114857443,0
1174,3.4,149,0.4736785077802105,1
1175,3.27,142,0.6279304605848793,1
1176,2.93,151,0.47078322023965624,1
1177,3.84,155,0.3048891190071439,1
1178,2.99,152,0.45422169256264,0
1179,3.2,137,0.7273107400697288,1
1180,3.61,143,0.5611345580106364,0
1181,3.52,153,0.380369225851534,0
1182,3.69,155,0.3174168338550977,0
1183,2.84,142,0.6767102954653187,1
1184,3.6,152,0.39966124045306584,1
1185,3.27,143,0.6100661232362005,0
1186,3.34,161,0.2486169468440117,0
1187,3.54,140,0.6328736133379725,1
1188,2.87,155,0.3984113206817991,1
1189,3.67,155,0.32217063918779476,0
1190,4,151,0.3727387226924137,0
1191,3.59,153,0.3728076194048656,0
1192,3.36,139,0.6776294210214305,0
1193,2.62,143,0.6670836333854536,1
1194,2.86,142,0.6605132220647665,0
1195,3.72,154,0.3468873647948888,0
1196,3.28,144,0.5828986372845532,1
1197,2.7,148,0.5617793376631799,1
1198,2.97,145,0.5894462625554558,1
1199,3.97,151,0.36590787875626346,1
1200,3.22,143,0.6039571447874094,0
1201,2.89,145,0.6007965044040393,1
1202,3.12,143,0.6184028645066406,0
1203,2.86,142,0.6643865597531917,1
1204,3.63,157,0.2883540988605474,0
1205,3.14,157,0.3449289924444334,1
1206,2.97,140,0.6862880554996128,0
1207,3.33,152,0.41971465807759933,0
1208,3.68,155,0.32167365184304997,1
1209,3.74,150,0.41693962771884596,0
1210,3.13,148,0.5221360233440091,1
1211,3.74,164,0.14770839287055973,0
1212,3.44,151,0.42174527551101787,1
1213,2.55,140,0.7310083837842558,0
1214,3.61,153,0.3711042305065892,1
1215,3.46,163,0.19132565359655437,0
1216,3.97,154,0.309442009000301,0
1217,3.5,153,0.38069360245369077,1
1218,3.77,160,0.20940229152546144,1
1219,2.42,139,0.766060968362289,1
1220,3.73,151,0.38822002779067916,0
1221,2.72,141,0.7041187339642332,1
1222,3.35,148,0.4996744528787168,0
1223,3.92,147,0.4597024336895008,1
1224,3.14,146,0.5547260050357196,0
1225,3.16,151,0.4578229918841924,1
1226,3.22,144,0.5805778829208735,1
1227,3.48,145,0.5376547114648134,0
1228,3.27,147,0.5180974001159544,0
1229,3.34,159,0.2797493839259009,1
1230,3.83,146,0.4828480671870799,1
1231,3.91,156,0.2825509577010929,0
1232,3.28,158,0.30351236179621055,0
1233,3.43,151,0.4361732114678353,1
1234,3.45,156,0.32818972700161303,0
1235,4,158,0.23833030662735813,0
1236,2.58,145,0.625256144870688,1
1237,3.72,148,0.4564679716410782,1
1238,3.91,164,0.12408444758844475,0
1239,2.9,149,0.5159924037614257,0
1240,3.02,151,0.4695385558293327,0
1241,3.89,158,0.24125737480097847,0
1242,3.06,152,0.4451096769177119,1
1243,3.52,156,0.31556572100423624,0
1244,2.64,144,0.6403890652410131,1
1245,3.18,151,0.4541982462316004,1
1246,3.86,158,0.24978007825424575,1
1247,2.84,149,0.5275249304154426,0
1248,2.88,138,0.7457760210579567,1
1249,3.7,151,0.3967554246230208,0
1250,3.39,146,0.5325466713916789,1
1251,3.09,142,0.6387007678789858,1
1252,3.95,157,0.25915723110156613,1
1253,3.18,149,0.49761366893775427,1
1254,3.44,149,0.4701891652863634,0
1255,3.59,152,0.39918412557221417,1
1256,2.75,154,0.43420162741805257,0
1257,3.76,153,0.3586160969273639,0
1258,3.3,138,0.6961203377986918,0
1259,3.91,151,0.3770327592823368,1
1260,3.78,154,0.33103547646959197,0
1261,3.61,165,0.13087819852428748,0
1262,3.85,161,0.19571302280993647,0
1263,3.7,156,0.30476278450399136,1
1264,3.83,143,0.5479160313371687,0
1265,3.82,167,0.07741509873316818,0
1266,3.64,150,0.4289752071419623,0
1267,3.44,153,0.3860085941697243,0
1268,3.78,153,0.35131058398087817,1
1269,3.22,154,0.39067140397912414,0
1270,3.25,146,0.5498165695942548,0
1271,3.49,147,0.4978854813863387,1
1272,3.87,146,0.48482943079084123,1
1273,3.73,154,0.34924701675702396,1
1274,3.54,151,0.42492256341278767,1
1275,3.69,149,0.4395216604681813,0
1276,3.41,155,0.35741050050086703,1
1277,3.3,154,0.37718965408584626,0
1278,2.69,140,0.7144316232490733,1
1279,3.54,150,0.4425680396957738,0
1280,3.45,151,0.41954916295030126,0
1281,3.63,154,0.3430785040104805,0
1282,3.07,150,0.4772734581782261,1
1283,3.1,160,0.280070731193593,0
1284,3.38,152,0.4161582421466619,0
1285,3.51,163,0.18548875430700892,0
1286,2.66,142,0.6826215481846809,1
1287,3.77,162,0.17874326821617098,0
1288,3.9,162,0.16724226983872334,0
1289,3.8,160,0.22137252124058762,0
1290,2.54,143,0.6730158425757319,0
1291,3.56,158,0.27355699412549617,1
1292,3.29,147,0.5214624208519671,1
1293,3.43,156,0.32327642499087084,0
1294,3.63,155,0.3296642427343386,0
1295,3.63,149,0.448288582980925,0
1296,3.18,145,0.5717189971992731,0
1297,3.55,145,0.5359047412869818,0
1298,3.48,153,0.3829288947961547,0
1299,3.68,154,0.3496344409674871,0
1300,3.03,145,0.5900177318910869,0
1301,3.76,157,0.2797361597522226,0
1302,3.31,150,0.4581636346564992,0
1303,3.32,146,0.5374479482304446,1
1304,3.36,148,0.49045919681090827,0
1305,2.84,140,0.7034711772839753,1
1306,2.9,149,0.5230196332665081,0
1307,3.02,157,0.3514430646111428,1
1308,3.74,149,0.4304989523242375,0
1309,3.03,156,0.3735931862461634,0
1310,2.99,145,0.5948085851674689,1
1311,3.15,150,0.47702118120384673,1
1312,3.55,151,0.41767918742222787,1
1313,2.74,145,0.6147116005502014,1
1314,3.57,149,0.4562063581872133,0
1315,3.41,153,0.39385944550764707,0
1316,3.95,160,0.2006273159562087,0
1317,3.66,156,0.303608449436311,0
1318,3.45,154,0.36161855259279807,1
1319,3.22,150,0.46807959581976427,1
1320,3.34,150,0.4545102689323411,1
1321,3.03,155,0.3883442335237989,1
1322,3.85,161,0.1822587539188182,0
1323,3.25,154,0.38339200630496023,1
1324,3.76,156,0.2960421109934935,0
1325,3.84,155,0.31044983662979164,0
1326,3.61,155,0.33295545394417814,0
1327,3.37,147,0.5165859228019384,1
1328,3.43,153,0.38788601466034733,0
1329,3.08,140,0.6746239502008741,0
1330,3.39,143,0.5912341289269865,1
1331,2.1,142,0.7384359164554862,1
1332,3.72,157,0.2782226572351731,1
1333,3.73,156,0.30091969877873864,0
1334,3.47,149,0.46380805731677216,0
1335,3.94,164,0.12031165310794925,0
1336,3.76,158,0.2630700615493242,0
1337,3.8,148,0.45041870072399365,0
1338,3.72,165,0.12136785151354802,0
1339,3.27,146,0.5390922298157848,1
1340,3.4,153,0.39065432470215733,0
1341,3.66,153,0.3691148780209663,0
1342,2.94,138,0.728643398996074,1
1343,2.97,149,0.5139564795710889,1
1344,3.39,153,0.3948488805874824,0
1345,2.97,154,0.4083178487640693,1
1346,3.71,156,0.2987090002350266,0
1347,3.36,156,0.34104247764439294,0
1348,3.6,143,0.5702063583897518,0
1349,3.63,143,0.5657495613835415,0
1350,3.08,147,0.5530913152749442,1
1351,3.09,139,0.6981118301906755,1
1352,2.73,137,0.7774536469789749,0
1353,3.71,149,0.4418316329532267,1
1354,2.76,143,0.6532869731415816,1
1355,2.72,143,0.6568930210344629,0
1356,3.76,156,0.2876989001413673,0
1357,3.89,161,0.18518658771636837,0
1358,3.95,156,0.2771645874597771,1
1359,3.11,150,0.4729541699885371,0
1360,3.14,138,0.7140612283895491,1
1361,3.27,150,0.46860681110308866,0
1362,3.26,139,0.6790986091629395,1
1363,3.06,146,0.5594243219012196,0
1364,3.54,164,0.159851034215976,0
1365,3.67,161,0.20689755750756791,0
1366,3.2,147,0.5221541204770977,1
1367,3.42,147,0.5040937811000619,1
1368,3.25,143,0.6074516382463769,0
1369,3.98,151,0.3649368743051237,1
1370,3.58,160,0.23499230606112226,0
1371,2.96,145,0.5961611519202087,0
1372,3.77,159,0.236023637245442,0
1373,3.21,142,0.6268228828925705,0
1374,3.99,166,0.07942150655881593,0
1375,3.73,163,0.1557805705011542,0
1376,3.07,153,0.4235624428188912,1
1377,3.5,149,0.46401136763744,0
1378,3.7,148,0.4627371879944975,0
1379,2.62,149,0.5514820835199155,1
1380,3.11,144,0.6003544763236068,0
1381,3.17,144,0.5884594162470914,1
1382,3.91,156,0.2789257551866755,0
1383,3.94,145,0.5033724637187007,0
1384,3.48,150,0.4430514136053389,0
1385,3.8,145,0.5091837234008747,0
1386,3.19,144,0.5863373640184196,1
1387,3.24,144,0.5857929750462385,1
1388,3.29,150,0.4673262984206867,0
1389,3.79,159,0.23764849581088587,0
1390,3.72,159,0.24254917838250772,1
1391,3.59,159,0.2561089703761161,1
1392,3.42,147,0.5087948820003838,1
1393,3.15,140,0.6766797401690141,1
1394,3.29,153,0.40284499792407963,1
1395,3.56,147,0.4963600561025284,1
1396,3.38,150,0.4513965526838378,1
1397,2.97,145,0.5919509532292454,1
1398,3.44,147,0.5110070159066749,1
1399,3.14,150,0.47406801333258874,0
1400,3.89,158,0.24572602019025525,1
1401,3.46,160,0.24844439897662615,1
1402,3.82,160,0.21507759239432414,0
1403,3.48,153,0.3806654628169717,1
1404,3.47,157,0.30893394572830657,0
1405,3.2,148,0.5112379480446461,0
1406,3.84,165,0.11147429229820317,0
1407,3.8,157,0.2700435648850725,0
1408,3.44,144,0.5607172779416475,0
1409,3.4,155,0.34821693308924684,0
1410,2.88,159,0.3271299683924894,0
1411,3.21,149,0.4873026725767577,1
1412,3.24,156,0.34647715102772914,1
1413,2.68,140,0.7234543387399995,0
1414,3.37,148,0.4922554187818366,0
1415,3.71,143,0.5578682252194671,1
1416,3.92,151,0.376221644408649,1
1417,2.49,148,0.5840304465727806,1
1418,3.56,156,0.3124029251354821,1
1419,3.43,144,0.574096226340548,1
1420,3.47,153,0.3838502635794914,0
1421,2.73,149,0.5349711693277412,0
1422,3.4,151,0.4325281500943885,1
1423,3.25,153,0.406980664575712,0
1424,2.83,142,0.66734172863294,1
1425,2.85,154,0.42964498550932595,0
1426,2.75,136,0.7935678999562961,1
1427,3.71,145,0.5145515502476437,0
1428,3.42,149,0.46082708146044876,1
1429,3.28,157,0.3285973220490788,0
1430,3.25,142,0.6253431792362181,1
1431,3.47,155,0.34000297410648794,0
1432,2.63,151,0.49758445066535906,1
1433,3.65,150,0.4272000789731466,0
1434,3.41,154,0.37630676743683605,0
1435,3.26,146,0.5443258393704252,0
1436,3.11,151,0.45638554959143396,1
1437,3.68,153,0.3627312391058507,1
1438,3.28,157,0.32508381510240064,1
1439,3.26,148,0.49639470961045656,0
1440,3.11,147,0.5359782202940954,0
1441,3.55,146,0.5121818873787516,1
1442,3.76,147,0.4772118740814097,0
1443,3.49,161,0.23020747555753196,0
1444,3.5,143,0.5704438390868956,0
1445,3.02,152,0.44105251994968103,1
1446,3.16,156,0.35657744361797356,1
1447,3.56,148,0.4793212659367184,0
1448,2.95,149,0.5074578897492871,0
1449,2.75,147,0.5775232357194295,0
1450,3.79,151,0.39418352332593204,1
1451,3.52,154,0.35552289089410566,0
1452,3.23,155,0.3764389883658082,0
1453,3.56,161,0.2219517316559265,0
